QID,Config,Run,Exact,Semantic,Citation,ESS,Claim Support Rate,Citation Accuracy,LLM Judge,Confidence,Final,Recall,MRR,nDCG
Q005,D,3,0.0,0.1579383459515754,0.0,0.0,0.0,0.0,0.6,0.0,0.39158766919031507,0.0,0.0,0.0
Q006,D,3,0.0,0.25520352837983534,0.0,0.0,0.0,0.0,0.6,0.0,0.41104070567596707,1.0,0.5,0.7328286204777911
Q007,D,3,0.0,0.7447098425640328,0.0,0.0,0.0,0.0,0.833,0.0,0.6487419685128065,1.0,1.0,1.0
Q008,D,3,0.0,0.7124207313951295,0.0,0.0,0.0,0.0,0.8,0.0,0.6224841462790259,1.0,0.5,0.6934264036172708
Q009,D,3,0.0,0.19321785621976895,0.0,0.0,0.0,0.0,0.6,0.0,0.3986435712439538,1.0,1.0,1.0
Q010,D,3,0.0,0.19983863185917145,0.0,0.0,0.0,0.0,0.6,0.0,0.3999677263718343,1.0,1.0,0.9674679834891693
Q011,D,3,0.0,0.7368421369785587,0.0,0.0,0.0,0.0,0.8,0.0,0.6273684273957117,1.0,0.2,0.38685280723454163
Q012,D,3,0.0,0.7070996173396811,0.0,0.0,0.0,0.0,0.8,0.0,0.6214199234679362,1.0,0.3333333333333333,0.5437713091520254
Q013,D,3,0.0,0.8438644530690452,0.0,0.0,0.0,0.0,0.8,0.0,0.648772890613809,1.0,1.0,1.0
Q014,D,3,0.0,0.17827541034820416,0.0,0.0,0.0,0.0,0.8,0.0,0.5156550820696408,1.0,0.2,0.38685280723454163
Q015,D,3,0.0,0.06901950974041701,0.0,0.0,0.0,0.0,0.8,0.0,0.4938039019480834,0.0,0.0,0.0
Q016,D,3,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Q017,D,3,0.0,0.600787275531742,0.0,0.0,0.0,0.0,0.9,0.0,0.6601574551063485,1.0,1.0,1.0
Q018,D,3,1.0,0.6248644828544209,0.0,0.0,0.0,0.0,0.8,0.0,0.8049728965708842,1.0,0.5,0.7606395682357036
Q019,D,3,0.0,0.8197834114928984,0.0,0.0,0.0,0.0,0.8,0.0,0.6439566822985796,1.0,1.0,0.9060254355346823
Q020,D,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Q021,D,3,0.0,0.8084052435990488,0.0,0.0,0.0,0.0,0.8,0.0,0.6416810487198097,1.0,1.0,1.0
Q022,D,3,0.0,0.8221477873774226,0.0,0.0,0.0,0.0,0.8,0.0,0.6444295574754845,1.0,1.0,1.0
Q023,D,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Q024,D,3,0.0,0.14220769048982407,0.0,0.0,0.0,0.0,0.6,0.0,0.3884415380979648,1.0,0.5,0.7606395682357036
Q025,D,3,0.0,0.5418146646689501,0.0,0.0,0.0,0.0,0.6,0.0,0.46836293293379,1.0,1.0,1.0
Q026,D,3,0.0,0.8214764357725656,0.0,0.0,0.0,0.0,0.8,0.0,0.6442952871545131,1.0,0.5,0.7606395682357036
Q027,D,3,0.0,0.6081002459285836,0.0,0.0,0.0,0.0,0.8,0.0,0.6016200491857167,1.0,1.0,0.9060254355346823
Q028,D,3,0.0,0.932290866324533,0.0,0.0,0.0,0.0,0.8,0.0,0.6664581732649066,1.0,1.0,1.0
Q029,D,3,0.0,0.8374466241879436,0.0,0.0,0.0,0.0,0.8,0.0,0.6474893248375887,1.0,1.0,1.0
Q030,D,3,0.0,0.11512548299395003,0.0,0.0,0.0,0.0,0.6,0.0,0.38302509659878997,1.0,1.0,1.0
Q031,D,3,0.0,0.1837194521832438,0.0,0.0,0.0,0.0,0.6,0.0,0.39674389043664876,1.0,1.0,0.9674679834891693
Q032,D,3,0.0,0.15535432523029924,0.0,0.0,0.0,0.0,0.8,0.0,0.5110708650460598,1.0,1.0,1.0
Q033,D,3,0.0,0.06022213281509263,0.0,0.0,0.0,0.0,0.6,0.0,0.3720444265630185,0.0,0.0,0.0
Q034,D,3,0.0,0.028795149904816165,0.0,0.0,0.0,0.0,0.5,0.0,0.3057590299809632,0.0,0.0,0.0
Q035,D,3,0.0,0.8963852035574462,0.0,0.0,0.0,0.0,0.85,0.0,0.6892770407114892,1.0,1.0,1.0
Q036,D,3,0.0,0.08098287796519688,0.0,0.0,0.0,0.0,0.4,0.0,0.2561965755930394,1.0,1.0,1.0
Q037,D,3,0.0,0.1630745462997603,0.0,0.0,0.0,0.0,0.2,0.0,0.15261490925995205,0.0,0.0,0.0
Q038,D,3,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.4,0.0,0.26310803470214245,0.0,0.0,0.0
Q039,D,3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.12,0.0,0.0,0.0
Q040,D,3,0.0,0.06437099366532754,0.0,0.0,0.0,0.0,0.4,0.0,0.2528741987330655,0.0,0.0,0.0
Q041,D,3,0.0,0.10657035539480764,0.0,0.0,0.0,0.0,0.0,0.0,0.02131407107896153,0.0,0.0,0.0
Q042,D,3,0.0,0.219644009121342,0.0,0.0,0.0,0.0,0.6,0.0,0.4039288018242684,1.0,0.3333333333333333,0.5
Q043,D,3,0.0,0.04493739213409101,0.0,0.0,0.0,0.0,0.4,0.0,0.2489874784268182,0.0,0.0,0.0
Q044,D,3,0.0,0.19423252956319279,0.0,0.0,0.0,0.0,0.6,0.0,0.39884650591263854,0.0,0.0,0.0
Q045,D,3,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.2,0.0,0.14310803470214245,0.0,0.0,0.0
Q046,D,3,0.0,0.17180278980102542,0.0,0.0,0.0,0.0,0.5,0.0,0.3343605579602051,1.0,1.0,1.0
Q047,D,3,0.0,0.11707283361068299,0.0,0.0,0.0,0.0,0.6,0.0,0.3834145667221366,0.0,0.0,0.0
Q048,D,3,0.0,0.07200505588463676,0.0,0.0,0.0,0.0,0.6,0.0,0.37440101117692737,1.0,0.5,0.6309297535714575
Q049,D,3,0.0,0.17487406298795988,0.0,0.0,0.0,0.0,0.6,0.0,0.394974812597592,0.0,0.0,0.0
Q050,D,3,0.0,0.09072855741218136,0.0,0.0,0.0,0.0,0.0,0.0,0.018145711482436273,0.0,0.0,0.0
Q051,D,3,0.0,0.18095048939718356,0.0,0.0,0.0,0.0,0.8,0.0,0.5161900978794367,0.0,0.0,0.0
Q052,D,3,0.0,0.25515383287935844,0.0,0.0,0.0,0.0,0.8,0.0,0.5310307665758717,1.0,0.2,0.38685280723454163
Q053,D,3,0.0,0.058387989334060295,0.0,0.0,0.0,0.0,0.6,0.0,0.37167759786681204,0.0,0.0,0.0
Q054,D,3,0.0,0.02471119875197955,0.0,0.0,0.0,0.0,0.8,0.0,0.4849422397503959,0.0,0.0,0.0
Q055,D,3,0.0,0.19230764657797475,0.0,0.0,0.0,0.0,0.0,0.0,0.038461529315594954,1.0,0.5,0.6309297535714575
Q056,D,3,0.0,0.5941429015928869,0.0,0.0,0.0,0.0,0.8,0.0,0.5988285803185773,1.0,1.0,1.0
Q057,D,3,1.0,0.36311001193313747,0.0,0.0,0.0,0.0,0.8,0.0,0.7526220023866275,1.0,1.0,1.0
Q058,D,3,1.0,0.9579195217305947,0.0,0.0,0.0,0.0,0.8,0.0,0.8715839043461189,1.0,1.0,0.9674679834891693
Q059,D,3,0.0,0.04637993146219193,0.0,0.0,0.0,0.0,0.2,0.0,0.1292759862924384,1.0,1.0,1.0
Q060,D,3,0.0,0.7646612896138452,0.0,0.0,0.0,0.0,0.95,0.0,0.722932257922769,1.0,1.0,0.9197207891481876
Q061,D,3,0.0,0.3140987806906511,0.0,0.0,0.0,0.0,0.8,0.0,0.5428197561381302,1.0,1.0,1.0
Q062,D,3,0.0,0.18984808352309165,0.0,0.0,0.0,0.0,0.6,0.0,0.39796961670461833,1.0,1.0,1.0
Q063,D,3,0.0,0.3494824076937236,0.0,0.0,0.0,0.0,0.6,0.0,0.4298964815387447,1.0,1.0,1.0
Q064,D,3,0.0,0.5999226199858747,0.0,0.0,0.0,0.0,0.6,0.0,0.47998452399717495,1.0,1.0,1.0
Q065,D,3,0.0,0.6269259445784227,0.0,0.0,0.0,0.0,0.8,0.0,0.6053851889156845,1.0,1.0,0.9197207891481876
Q066,D,3,0.0,0.6159081099835075,0.0,0.0,0.0,0.0,0.8,0.0,0.6031816219967014,1.0,1.0,0.9469024295259745
Q067,D,3,0.0,0.07148961644079566,0.0,0.0,0.0,0.0,0.0,0.0,0.014297923288159133,1.0,1.0,0.9047172294870751
Q068,D,3,0.0,0.6019137807371701,0.0,0.0,0.0,0.0,0.6,0.0,0.480382756147434,1.0,1.0,0.8854598815714874
Q069,D,3,0.0,0.6236454529778324,0.0,0.0,0.0,0.0,0.6,0.0,0.48472909059556646,1.0,1.0,1.0
Q070,D,3,0.0,0.2531825052868091,0.0,0.0,0.0,0.0,0.8,0.0,0.5306365010573618,1.0,1.0,0.9060254355346823
Q071,D,3,0.0,0.623716012973437,0.0,0.0,0.0,0.0,0.9,0.0,0.6647432025946874,1.0,1.0,1.0
Q072,D,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Q073,D,3,0.0,0.05160958850284378,0.0,0.0,0.0,0.0,0.8,0.0,0.49032191770056877,0.0,0.0,0.0
Q074,D,3,0.0,0.02594738418838804,0.0,0.0,0.0,0.0,0.8,0.0,0.4851894768376776,0.0,0.0,0.0
Q075,D,3,0.0,0.3714905130429107,0.0,0.0,0.0,0.0,0.6,0.0,0.43429810260858215,1.0,1.0,0.9674679834891693
Q076,D,3,0.0,0.40700673346785,0.0,0.0,0.0,0.0,0.8,0.0,0.56140134669357,1.0,1.0,1.0
Q077,D,3,0.0,0.5220353406866275,0.0,0.0,0.0,0.0,0.8,0.0,0.5844070681373255,1.0,1.0,1.0
Q078,D,3,0.0,0.8659674074447714,0.0,0.0,0.0,0.0,0.95,0.0,0.7431934814889543,1.0,1.0,1.0
Q079,D,3,0.0,0.6689625304957969,0.0,0.0,0.0,0.0,0.8,0.0,0.6137925060991594,1.0,1.0,1.0
Q080,D,3,0.0,0.37722331328943914,0.0,0.0,0.0,0.0,0.4,0.0,0.31544466265788784,1.0,1.0,1.0
Q081,D,3,0.0,0.6787842336189089,0.0,0.0,0.0,0.0,0.8,0.0,0.6157568467237817,1.0,1.0,1.0
Q082,D,3,0.0,0.7713582737436042,0.0,0.0,0.0,0.0,0.6,0.0,0.5142716547487208,1.0,1.0,1.0
Q083,D,3,0.0,0.3418232786321583,0.0,0.0,0.0,0.0,0.0,0.0,0.06836465572643166,1.0,1.0,1.0
Q084,D,3,0.0,0.14633077402417755,0.0,0.0,0.0,0.0,0.6,0.0,0.3892661548048355,1.0,1.0,1.0
Q085,D,3,0.0,0.16885572701748083,0.0,0.0,0.0,0.0,0.6,0.0,0.39377114540349617,1.0,0.5,0.7328286204777911
Q086,D,3,0.0,0.8445822123332699,0.0,0.0,0.0,0.0,0.8,0.0,0.648916442466654,1.0,1.0,1.0
Q087,D,3,0.0,0.5002229801482789,0.0,0.0,0.0,0.0,0.8,0.0,0.5800445960296557,1.0,1.0,1.0
Q088,D,3,0.0,0.08361136572179552,0.0,0.0,0.0,0.0,0.0,0.0,0.016722273144359104,1.0,1.0,1.0
Q089,D,3,0.0,0.5428573351318553,0.0,0.0,0.0,0.0,0.9,0.0,0.6485714670263711,1.0,1.0,1.0
Q090,D,3,0.0,0.4847971981250645,0.0,0.0,0.0,0.0,0.6,0.0,0.4569594396250129,1.0,1.0,1.0
Q091,D,3,0.0,0.13213353787242366,0.0,0.0,0.0,0.0,0.6,0.0,0.3864267075744847,0.0,0.0,0.0
Q092,D,3,0.0,0.10727112857877713,0.0,0.0,0.0,0.0,0.6,0.0,0.38145422571575544,0.0,0.0,0.0
Q093,D,3,0.0,0.05612175491366004,0.0,0.0,0.0,0.0,0.2,0.0,0.131224350982732,0.0,0.0,0.0
Q094,D,3,0.0,0.30934449132773256,0.0,0.0,0.0,0.0,0.6,0.0,0.4218688982655465,0.0,0.0,0.0
Q095,D,3,0.0,0.12267706263382429,0.0,0.0,0.0,0.0,0.2,0.0,0.14453541252676486,0.0,0.0,0.0
Q096,D,3,0.0,0.14153982789698166,0.0,0.0,0.0,0.0,0.0,0.0,0.028307965579396334,0.0,0.0,0.0
Q097,D,3,0.0,0.28684847906211436,0.0,0.0,0.0,0.0,0.6,0.0,0.4173696958124229,0.0,0.0,0.0
Q098,D,3,0.0,0.19214903722239518,0.0,0.0,0.0,0.0,0.8,0.0,0.518429807444479,0.0,0.0,0.0
Q099,D,3,0.0,0.06593066650417101,0.0,0.0,0.0,0.0,0.6,0.0,0.37318613330083417,0.0,0.0,0.0
Q100,D,3,0.0,0.11454892937522206,0.0,0.0,0.0,0.0,0.0,0.0,0.022909785875044414,0.0,0.0,0.0
Q101,D,3,0.0,0.04885067412069598,0.0,0.0,0.0,0.0,0.2,0.0,0.12977013482413918,0.0,0.0,0.0
Q102,D,3,0.0,0.050401258967805646,0.0,0.0,0.0,0.0,0.4,0.0,0.25008025179356114,0.0,0.0,0.0
Q103,D,3,0.0,0.11138968070561779,0.0,0.0,0.0,0.0,0.6,0.0,0.38227793614112354,0.0,0.0,0.0
Q104,D,3,0.0,0.13751978773927268,0.0,0.0,0.0,0.0,0.6,0.0,0.3875039575478545,1.0,0.2,0.38685280723454163
Q105,D,3,0.0,0.06473950638592965,0.0,0.0,0.0,0.0,0.0,0.0,0.012947901277185932,0.0,0.0,0.0
Q106,D,3,0.0,0.10657035539480764,0.0,0.0,0.0,0.0,0.0,0.0,0.02131407107896153,0.0,0.0,0.0
Q107,D,3,0.0,0.219644009121342,0.0,0.0,0.0,0.0,0.6,0.0,0.4039288018242684,1.0,0.3333333333333333,0.5
Q108,D,3,0.0,0.1221018749029863,0.0,0.0,0.0,0.0,0.4,0.0,0.26442037498059723,0.0,0.0,0.0
Q109,D,3,0.0,0.061972714540064006,0.0,0.0,0.0,0.0,0.2,0.0,0.1323945429080128,0.0,0.0,0.0
Q110,D,3,0.0,0.05169884265556292,0.0,0.0,0.0,0.0,0.0,0.0,0.010339768531112584,0.0,0.0,0.0
Q111,D,3,0.0,0.5648015807209914,0.0,0.0,0.0,0.0,0.6,0.0,0.47296031614419826,1.0,1.0,1.0
Q112,D,3,0.0,0.1956058440747038,0.0,0.0,0.0,0.0,0.8,0.0,0.5191211688149407,1.0,1.0,1.0
Q113,D,3,0.0,0.35963116625153335,0.0,0.0,0.0,0.0,0.6,0.0,0.43192623325030666,1.0,1.0,1.0
Q114,D,3,1.0,1.0,0.0,0.0,0.0,0.0,0.999,0.0,0.9994,0.5,1.0,1.0
Q115,D,3,0.0,0.17583020868334936,0.0,0.0,0.0,0.0,0.6,0.0,0.39516604173666986,0.0,0.0,0.0
Q116,D,3,0.0,0.7422417925724049,0.0,0.0,0.0,0.0,0.8,0.0,0.628448358514481,0.5,0.5,0.7328286204777911
Q117,D,3,0.0,0.16372671489127108,0.0,0.0,0.0,0.0,0.6,0.0,0.3927453429782542,0.5,0.5,0.6509209298071326
Q118,D,3,0.0,0.6863345440572245,0.0,0.0,0.0,0.0,0.6,0.0,0.49726690881144486,0.5,1.0,1.0
Q119,D,3,0.0,0.030089771911712294,0.0,0.0,0.0,0.0,0.2,0.0,0.12601795438234245,0.5,1.0,0.9060254355346823
Q120,D,3,0.0,0.25947596515548726,0.0,0.0,0.0,0.0,0.6,0.0,0.41189519303109745,0.5,1.0,1.0
Q121,D,3,0.0,0.7916920648731165,0.0,0.0,0.0,0.0,0.6,0.0,0.5183384129746234,0.6666666666666666,1.0,1.0
Q122,D,3,0.0,0.12506009419506162,0.0,0.0,0.0,0.0,0.8,0.0,0.5050120188390123,0.5,1.0,1.0
Q123,D,3,0.0,0.872786581582409,0.0,0.0,0.0,0.0,0.8,0.0,0.6545573163164817,0.6666666666666666,1.0,1.0
Q124,D,3,0.0,0.16546544217030873,0.0,0.0,0.0,0.0,0.0,0.0,0.033093088434061745,1.0,1.0,1.0
Q125,D,3,0.0,0.17887627911556644,0.0,0.0,0.0,0.0,0.5,0.0,0.3357752558231133,0.5,1.0,1.0
Q126,D,3,0.0,0.7789043825887387,0.0,0.0,0.0,0.0,0.8,0.0,0.6357808765177477,1.0,1.0,1.0
Q127,D,3,0.0,0.4500553118577468,0.0,0.0,0.0,0.0,0.6,0.0,0.45001106237154936,1.0,1.0,0.9674679834891693
Q128,D,3,0.0,0.746875632203111,0.0,0.0,0.0,0.0,0.8,0.0,0.6293751264406222,0.5,1.0,1.0
Q129,D,3,0.0,0.5473953608632884,0.0,0.0,0.0,0.0,0.6,0.0,0.46947907217265766,0.6666666666666666,1.0,1.0
Q130,D,3,0.0,0.5233670593936189,0.0,0.0,0.0,0.0,0.45,0.0,0.3746734118787238,0.6,1.0,1.0
Q131,D,3,0.0,0.5420016230155288,0.0,0.0,0.0,0.0,0.6,0.0,0.46840032460310577,1.0,1.0,1.0
Q132,D,3,0.0,0.22195863251685377,0.0,0.0,0.0,0.0,0.8,0.0,0.5243917265033707,0.5,1.0,1.0
Q133,D,3,0.0,0.023308106141593198,0.0,0.0,0.0,0.0,0.8,0.0,0.48466162122831863,0.0,0.0,0.0
Q134,D,3,0.0,0.023978919665349856,0.0,0.0,0.0,0.0,0.5,0.0,0.30479578393306994,0.0,0.0,0.0
Q135,D,3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0
Q136,D,3,0.0,0.024904996062583375,0.0,0.0,0.0,0.0,0.8,0.0,0.48498099921251664,0.0,0.0,0.0
Q137,D,3,0.0,0.06296010852029697,0.0,0.0,0.0,0.0,0.8,0.0,0.49259202170405936,0.0,0.0,0.0
Q138,D,3,0.0,0.02688261815190449,0.0,0.0,0.0,0.0,0.6,0.0,0.36537652363038087,0.0,0.0,0.0
Q139,D,3,0.0,0.025306675008540853,0.0,0.0,0.0,0.0,0.8,0.0,0.48506133500170817,0.0,0.0,0.0
Q140,D,3,0.0,0.5615201834494832,0.0,0.0,0.0,0.0,0.5,0.0,0.4123040366898966,0.3333333333333333,1.0,1.0
